category,search_term,title,identifier,url,mediatype,confidence_score,creator,publisher,page_count
visual_art_and_artists,Jean Dubuffet,Jean Dubuffet : A Retrospective,jeandubuffetretr00dubu,https://archive.org/details/jeandubuffetretr00dubu,texts,100,"Dubuffet, Jean",[New York : Solomon R. Guggenheim Foundation],318
visual_art_and_artists,Terry Richardson,Terry world,terryworld0000rich,https://archive.org/details/terryworld0000rich,texts,100,"Richardson, Terry 1965- Verfasser","Hong Kong Köln London Los Angeles, Calif. Madrid Paris Tokyo Taschen",298
literature,Friedrich Nietzsche,Thus spake Zarathustra,thusspakezarathu00niet,https://archive.org/details/thusspakezarathu00niet,texts,100,"Nietzsche, Friedrich Wilhelm, 1844-1900",Modern Library,396
literature,Charles Bukowski,"Love is a dog from hell : poems, 1974-1977",loveisdogfromhel00buko,https://archive.org/details/loveisdogfromhel00buko,texts,100,"Bukowski, Charles","Santa Barbara, Calif. : Black Sparrow Press",322
figures,Napoleon,"Napoleon's letters to Josephine, 1796-1812;",napoleonsletters00napoiala,https://archive.org/details/napoleonsletters00napoiala,texts,100,"Napoleon I, Emperor of the French, 1769-1821, Hall, Henry Folijambe","London : J. M. Dent & co.; New York, E. P. Dutton & co.",382
figures,Napoleon,Memorial de Sainte Helene : journal of the private life and conversations of the Emperor Napoleon at Saint Helena,memorialdesainte00lasc,https://archive.org/details/memorialdesainte00lasc,texts,100,"Las Cases, Emmanuel-Auguste-Dieudonné, comte de, 1766-1842","Lexington, Ky. : Printed by T. Smith",418
figures,Napoleon,"Recollections of the Emperor Napoleon, during the first three years of his captivity on the island of St. Helena: including the time of his residence at her father's house, ""The Briars,""",recollectionsofe00abeliala,https://archive.org/details/recollectionsofe00abeliala,texts,100,"Abell, Lucia Elizabeth Balcombe, d. 1871",London : J. Murray,296
literature,Albert Camus,The plague,plague00camu_khb,https://archive.org/details/plague00camu_khb,texts,99,"Camus, Albert, 1913-1960",New York : Vintage Books,306
figures,Napoleon,"The story of Napoleon's death-mask, told from the original documents",storyofnapoleons00wats,https://archive.org/details/storyofnapoleons00wats,texts,97,"Watson, George Leo de St. M","London : John Lane; New York, John Lane company",264
figures,Napoleon,The confidential correspondence of Napoleon Bonaparte with his brother Joseph [electronic resource],confidentialcorr01naporich,https://archive.org/details/confidentialcorr01naporich,texts,96,"Napoleon I, Emperor of the French, 1769-1821",,416
visual_art_and_artists,Francis Picabia,The artwork caught by the tail : Francis Picabia and Dada in Paris,artworkcaughtbyt0000bake,https://archive.org/details/artworkcaughtbyt0000bake,texts,95,"Baker, George (George Thomas), 1970-","Cambridge, Mass. : The MIT Press",506
visual_art_and_artists,Francis Picabia,"I am a beautiful monster : poetry, prose, and provocation",iambeautifulmons0000pica,https://archive.org/details/iambeautifulmons0000pica,texts,95,"Picabia, Francis, 1879-1953","Cambridge, Mass. : MIT Press",498
visual_art_and_artists,Francis Picabia,Picabia,picabia0000borr,https://archive.org/details/picabia0000borr,texts,95,"Borràs, Maria Lluïsa",New York : Rizzoli,562
visual_art_and_artists,Bruce Conner,Bruce Conner : it's all true,isbn_9780520290563,https://archive.org/details/isbn_9780520290563,texts,95,,San Francisco : San Francisco Museum of Modern Art in association with University of California Press,394
literature,Albert Camus,"Notebooks, 1935-1942",notebooks19351942000unse,https://archive.org/details/notebooks19351942000unse,texts,95,"Camus, Albert, 1913-1960","New York, Knopf",256
literature,Charles Bukowski,"Erections, ejaculations, exhibitions and general tales of ordinary madness",erectionsejacula00buko,https://archive.org/details/erectionsejacula00buko,texts,95,"Bukowski, Charles","San Francisco, Calif. : City Lights Books",496
figures,Columbine,Columbine,columbine00cull,https://archive.org/details/columbine00cull,texts,95,"Cullen, David, 1961-",New York : Twelve,426
visual_art_and_artists,Henry Darger,"Henry Darger, throwaway boy : the tragic life of an outsider artist",henrydargerthrow0000elle,https://archive.org/details/henrydargerthrow0000elle,texts,91,"Elledge, Jim, 1950-",New York : Overlook Duckworth,426
literature,Bret Easton Ellis,Less than zero,lessthanzero00bret,https://archive.org/details/lessthanzero00bret,texts,91,"Ellis, Bret Easton",New York : Penguin Books,214
literature,Charles Bukowski,Hot Water Music,hotwatermusic00buko,https://archive.org/details/hotwatermusic00buko,texts,91,"Bukowski, Charles","S. l. Black Sparrow Press, U.S. Black Sparrow Press Black Sparrow Press, U.S. Black Sparrow Press",234
literature,Charles Bukowski,"War all the time : poems, 1981-1984",waralltimepoems100buko,https://archive.org/details/waralltimepoems100buko,texts,91,"Bukowski, Charles",Santa Rosa : Black Sparrow Press,296
visual_art_and_artists,Francis Picabia,Francis Picabia,francispicabia00camf,https://archive.org/details/francispicabia00camf,texts,90,"Camfield, William A",New York : Solomon R. Guggenheim Museum,174
literature,Bret Easton Ellis,American psycho,americanpsycho0000elli_j9t1,https://archive.org/details/americanpsycho0000elli_j9t1,texts,90,"Ellis, Bret Easton",London : Picador,406
literature,Bret Easton Ellis,Lunar Park,isbn_0375727272,https://archive.org/details/isbn_0375727272,texts,90,"Ellis, Bret Easton",New York : Vintage,422
literature,Friedrich Nietzsche,"The birth of tragedy, or Hellenism and pessimism",thebirthoftraged00nietuoft,https://archive.org/details/thebirthoftraged00nietuoft,texts,90,"Nietzsche, Friedrich Wilhelm, 1844-1900",London : G. Allen & Unwin ; New York : Macmillan,244
literature,Friedrich Nietzsche,The complete works of Friedrich Nietzsche : the first complete and authorized English translation,completenietasch10nietuoft,https://archive.org/details/completenietasch10nietuoft,texts,90,"Nietzsche, Friedrich Wilhelm, 1844-1900, Levy, Oscar Ludwig, 1867-",New York : Macmillan,390
literature,Friedrich Nietzsche,The Antichrist,theantichrist19322gut,https://archive.org/details/theantichrist19322gut,texts,90,"Nietzsche, Friedrich Wilhelm, 1844-1900",,
literature,Charles Bukowski,"Screams from the balcony : selected letters, 1960-1970",screamsfrombalco00buko,https://archive.org/details/screamsfrombalco00buko,texts,90,"Bukowski, Charles, Cooney, Seamus",Santa Rosa : Black Sparrow Press,394
literature,Charles Bukowski,South of no north; stories of the buried life,southofnonorthst00buko,https://archive.org/details/southofnonorthst00buko,texts,90,"Bukowski, Charles","Los Angeles, Black Sparrow Press",204
literature,Marquis de Sade,The Revolutionary Ideas Of The Marquis De Sade,revolutionaryide029234mbp,https://archive.org/details/revolutionaryide029234mbp,texts,90,"Gorer, Geoffrey",Wishart And Company,277
literature,Marquis de Sade,Letters from prison,isbn_9781559704113,https://archive.org/details/isbn_9781559704113,texts,90,"Sade, marquis de, 1740-1814",New York : Arcade Pub.,440
literature,Andre Breton,Poems of André Breton : a bilingual anthology,poemsofandrbre00bretrich,https://archive.org/details/poemsofandrbre00bretrich,texts,90,"Breton, André, 1896-1966, Cauvin, Jean Pierre, Caws, Mary Ann",Austin : University of Texas Press,316
figures,Mussolini,"Mussolini as revealed in his political speeches, (November 1914 - August 1923)",mussoliniasrevea00mussuoft,https://archive.org/details/mussoliniasrevea00mussuoft,texts,90,"Mussolini, Benito, 1883-1945, Quaranta di San Severino, Bernardo, barone di, tr. [and] ed",London : Dent,426
figures,Mussolini,My Autobiography,MyAutobiography,https://archive.org/details/MyAutobiography,texts,90,Benito Mussolini,Charles Scribner's Sons,364
figures,Mussolini,Talks with Mussolini,TalksWithMussolini,https://archive.org/details/TalksWithMussolini,texts,90,"Mussolini, Benito, 1883-1945, Ludwig, Emil, 1881-1948, Paul, Eden, 1865-1944, tr, Paul, Cedar, joint tr","London, G. Allen & Unwin",243
figures,Napoleon,Napoleon's Oraculum and dream book. Containing the great oracle of human destiny,napoleonsoraculu00newy,https://archive.org/details/napoleonsoraculu00newy,texts,90,,"New York, F. Tousey",70
figures,Napoleon,The Campaigns of Napoleon,campaignsofnapol00chan,https://archive.org/details/campaignsofnapol00chan,texts,90,David G. Chandler,Weidenfeld and Nicolson,1228
figures,Napoleon,The officer's manual. Napoleon's maxims of war,officersmanualna00napo,https://archive.org/details/officersmanualna00napo,texts,90,"Napoleon I, Emperor of the French, 1769-1821, Burnod, ------, D'Aguilar, G. C. (George Charles), Sir, 1784-1855","Richmond, West & Johnston",170
figures,Napoleon,Napoleon in exile: Elba; from the entry of the allies into Paris on the 31st March 1814 to the return of Napoleon from Elba and his landing at Golfe Jouan on the 1st March 1815,napoleoninexilee00youn,https://archive.org/details/napoleoninexilee00youn,texts,90,"Young, Norwood, 1860-1973","London, Paul",464
figures,Christiane F,Zoo Station : (a memoir) : the story of Christiane F.,zoostationamemoi0000fchr,https://archive.org/details/zoostationamemoi0000fchr,texts,90,"F., Christiane","San Francisco, CA : Zest Books",374
literature,Charles Bukowski,Women.,women00buko_1,https://archive.org/details/women00buko_1,texts,89,Charles Bukowski,Harpercollins Publishers,310
literature,Henry Miller,Tropic of cancer,tropicofcancer00mill_0,https://archive.org/details/tropicofcancer00mill_0,texts,88,"Miller, Henry (1891-1980). Auteur",New York : Grove Weidenfeld,358
literature,Andre Breton,"First papers of surrealism : hanging by André Breton, his twine Marcel Duchamp",firstpaperssur00bret,https://archive.org/details/firstpaperssur00bret,texts,87,"Breton, André, 1896-1966, Duchamp, Marcel, 1887-1968, Coordinating Council of French Relief Societies, Inc","[New York : Coordinating Council of French Relief Societies, Inc.]",58
visual_art_and_artists,Jean Dubuffet,Jean Dubuffet : 1962-66,jeandubuffet1962allo,https://archive.org/details/jeandubuffet1962allo,texts,86,"Alloway, Lawrence ; Waldman, Diane",[New York : Solomon R. Guggenheim Foundation],86
literature,Marquis de Sade,The complete Marquis de Sade,completemarquisd02sade,https://archive.org/details/completemarquisd02sade,texts,86,"Sade, marquis de, 1740-1814, Gillette, Paul J., ed","Los Angeles, Holloway House PUb. Co. [distributed by All American Distributors Corp.]",326
figures,Napoleon,"The magnificent collection of engraved portraits formed by the late Edward R. Cope ..., American theatrical and Napoleoniana ... : to be sold Tuesday, May 5th, 1896 and following days ...",magnificentcolle00stan,https://archive.org/details/magnificentcolle00stan,texts,86,"Stan. V. Henkels (Firm), Cope, Edwin R, Thomas Birch's Sons",Philadelphia : Stan. V. Henkels,250
figures,Napoleon,"Medallic history of Napoleon. A collection of all the medals, coins, and jettons, relating to his actions and reign. From the year 1796-1815",medallichistoryo00milluoft,https://archive.org/details/medallichistoryo00milluoft,texts,86,"Millin, Aubin Louis, 1759-1818, Millingen, James, 1774-1845",London Printed for the editor,266
figures,Christiane F,Christiane f. : an autobiography of a child prostitute and heroin addict,christianef00fchr,https://archive.org/details/christianef00fchr,texts,86,"F., Christiane",[Place of publication not identified] : Bantam,262
visual_art_and_artists,Jean Dubuffet,Drawings,drawings0000dubu,https://archive.org/details/drawings0000dubu,texts,85,"Dubuffet, Jean, 1901-","New York, Museum of Modern Art; distributed by New York Graphic Society, Greenwich, Conn",58
visual_art_and_artists,Art Brut,Art brut,artbrut0000thev,https://archive.org/details/artbrut0000thev,texts,85,"Thévoz, Michel",New York : Rizzoli,190
visual_art_and_artists,Cy Twombly,Cy Twombly: a retrospective,cytwomblyretrosp0000varn,https://archive.org/details/cytwomblyretrosp0000varn,texts,85,"Varnedoe, Kirk, 1946-2003",New York : Museum of Modern Art : Distributed by H.N. Abrams,186
visual_art_and_artists,Robert Motherwell,Robert Motherwell : the Dedalus sketchbooks,robertmotherwell00moth,https://archive.org/details/robertmotherwell00moth,texts,85,"Motherwell, Robert, 1915-, Glenn, Constance, Glenn, Jack",New York : H.N. Abrams,66
visual_art_and_artists,Robert Motherwell,Reconciliation elegy,reconciliationel00moth,https://archive.org/details/reconciliationel00moth,texts,85,"Motherwell, Robert, Bigelow, Robert, Scofield, John E, Carmean, E. A",Geneva : Skira ; New York : Rizzoli,94
visual_art_and_artists,Robert Motherwell,Motherwell,motherwell0000flam,https://archive.org/details/motherwell0000flam,texts,85,"Flam, Jack D",New York : Rizzoli,138
literature,Henry Miller,Under the roofs of Paris,underroofsofpari0000mill,https://archive.org/details/underroofsofpari0000mill,texts,85,"Miller, Henry, 1891-1980",New York : Grove Press,294
literature,Mass Psychology of Fascism,wilhelm-reich-the-mass-psychology-of-fascism,wilhelm-reich-the-mass-psychology-of-fascism,https://archive.org/details/wilhelm-reich-the-mass-psychology-of-fascism,texts,84,,,435
literature,Charles Bukowski,The last night of the earth poems,lastnightofearth00buko,https://archive.org/details/lastnightofearth00buko,texts,84,"Bukowski, Charles",Santa Rosa : Black Sparrow Press,414
film_and_cinema,Roman Polanski,Roman,roman00pola,https://archive.org/details/roman00pola,texts,83,"Polanski, Roman",New York : Morrow,474
literature,Bret Easton Ellis,The rules of attraction,rulesofattractio0000elli,https://archive.org/details/rulesofattractio0000elli,texts,83,"Ellis, Bret Easton",Picador,340
literature,Henry Miller,Sexus,sexus0000mill,https://archive.org/details/sexus0000mill,texts,83,"Miller, Henry, 1891-1980",New York : Grove Press : Distributed by Random House,646
literature,Charles Bukowski,Pulp,pulp00buko_0,https://archive.org/details/pulp00buko_0,texts,83,"Bukowski, Charles","Santa Rosa, CA : Black Sparrow Press",218
literature,Marquis de Sade,Juliette,juliette0000marq,https://archive.org/details/juliette0000marq,texts,83,Marquis de Sade,Penguin Random House,1230
literature,Marquis de Sade,"The 120 days of Sodom, or, The School of Libertinage",120daysofsodomor0000sade,https://archive.org/details/120daysofsodomor0000sade,texts,83,"Sade, marquis de, 1740-1814, author",[London] : Penguin Books,470
figures,Menendez Brothers,Blood brothers : the inside story of the Menendez murders,bloodbrothersins00sobl,https://archive.org/details/bloodbrothersins00sobl,texts,83,"Soble, Ron, Johnson, John, 1947-",New York : Onyx,414
film_and_cinema,Kenneth Anger,Kenneth Anger's Hollywood Babylon II,kennethangershol00ange,https://archive.org/details/kennethangershol00ange,texts,82,"Anger, Kenneth","New York, NY : New American Library",358
literature,Charles Bukowski,The most beautiful woman in town & other stories,mostbeautifulwom0000buko,https://archive.org/details/mostbeautifulwom0000buko,texts,82,"Bukowski, Charles,Chiarello, Gail,Bukowski, Charles. Erections, ejaculations, exhibitions, and general tales of ordinary madness",San Francisco : City Lights Books,254
literature,Charles Bukowski,Tales of ordinary madness,talesofordinarym0000buko,https://archive.org/details/talesofordinarym0000buko,texts,82,"Bukowski, Charles",San Francisco : City Lights Books,254
visual_art_and_artists,Terry Richardson,Lady Gaga,ladygaga0000rich,https://archive.org/details/ladygaga0000rich,texts,81,"Richardson, Terry",New York : Grand Central Pub.,360
visual_art_and_artists,Frank Lloyd Wright,"Frank Lloyd Wright, writings and buildings",franklloydwright0000wrig_j5o2,https://archive.org/details/franklloydwright0000wrig_j5o2,texts,81,"Wright, Frank Lloyd, 1867-1959","Cleveland ; New York : Meridian Books, The World Publishing Company",358
literature,Bret Easton Ellis,Glamorama,glamorama0000elli,https://archive.org/details/glamorama0000elli,texts,81,"Ellis, Bret Easton",London : Picador,502
literature,Albert Camus,The fall. : a novel,fallnovel00camu,https://archive.org/details/fallnovel00camu,texts,81,"Camus, Albert, 1913-1960",New York : Vintage/Random House,168
literature,Albert Camus,"Notebooks, 1942-1951",notebooks19421950000albe,https://archive.org/details/notebooks19421950000albe,texts,81,"Camus, Albert, 1913-1960",New York : Knopf,298
literature,Charles Bukowski,You get so alone at times that it just makes sense,yougetsoaloneatt0000buko,https://archive.org/details/yougetsoaloneatt0000buko,texts,81,"Bukowski, Charles",Santa Rosa : Black Sparrow Press,326
literature,Charles Bukowski,"The pleasures of the damned : poems, 1951-1993",pleasuresofdamne0000buko,https://archive.org/details/pleasuresofdamne0000buko,texts,81,"Bukowski, Charles",New York : Ecco ; Enfield : Publishers Group UK [distributor],580
literature,Charles Bukowski,"Burning in water, drowning in flame",burninginwaterdr00buko_0,https://archive.org/details/burninginwaterdr00buko_0,texts,81,"Bukowski, Charles",New York : Ecco,254
literature,Charles Bukowski,Ham on rye : a novel,hamonryenovel0000buko_b8p1,https://archive.org/details/hamonryenovel0000buko_b8p1,texts,81,"Bukowski, Charles",Santa Barbara : Black Sparrow,294
literature,William S. Burroughs,Junky,junky0000burr,https://archive.org/details/junky0000burr,texts,81,"Burroughs, William S., 1914-1997",New York : Penguin Books,214
literature,William S. Burroughs,Interzone,interzone00burr,https://archive.org/details/interzone00burr,texts,81,"Burroughs, William S., 1914-, Grauerholz, James","New York, N.Y. : Viking",234
literature,Marquis de Sade,The complete Marquis de Sade. Volume 1,completemarquisd0000sade,https://archive.org/details/completemarquisd0000sade,texts,81,"Sade, marquis de, 1740-1814",Los Angeles : Holloway House,646
figures,John Wayne Gacy,Killer clown : the John Wayne Gacy murders,killerclownjohnw0000sull,https://archive.org/details/killerclownjohnw0000sull,texts,81,"Sullivan, Terry",New York : Pinnacle Books,406
visual_art_and_artists,Jean Dubuffet,Art brut in America : the incursion of Jean Dubuffet,artbrutinamerica0000unse,https://archive.org/details/artbrutinamerica0000unse,texts,80,,"New York : American Folk Art Museum, Minneapolis, MN : Shapco Printing",254
visual_art_and_artists,Jean Dubuffet,"Jean Dubuffet : rétrospective : peintures, sculptures, dessins, 6 juillet-6 octobre 1985, Fondation Maeght",jeandubuffetretr0000dubu,https://archive.org/details/jeandubuffetretr0000dubu,texts,80,"Dubuffet, Jean, 1901-1985",Saint-Paul : Fondation Maeght,200
visual_art_and_artists,Cy Twombly,"Cy Twombly : paintings, works on paper, sculpture",cytwomblypaintin0000twom,https://archive.org/details/cytwomblypaintin0000twom,texts,80,"Twombly, Cy, 1928-2011",[Munich] : Prestel-Verlag,242
visual_art_and_artists,Cy Twombly,"Cy Twombly : Photographien, Druckgraphiken und Papierarbeiten aus der Sammlung Grosshaus = Photographs, prints and works on paper from the Grosshaus collection",cytwomblyphotogr0000twom,https://archive.org/details/cytwomblyphotogr0000twom,texts,80,"Twombly, Cy, 1928-2011",Köln : König,222
visual_art_and_artists,Cy Twombly,Cy Twombly : das skulpturale Werk,cytwomblydasskul0000hoch,https://archive.org/details/cytwomblydasskul0000hoch,texts,80,"Hochdörfer, Achim",Klagenfurt : Ritter,210
visual_art_and_artists,Robert Motherwell,The collected writings of Robert Motherwell,collectedwriting00moth,https://archive.org/details/collectedwriting00moth,texts,80,"Motherwell, Robert, Terenzio, Stephanie","Berkeley, Calif. : University of California Press",404
visual_art_and_artists,Robert Motherwell,Robert Motherwell,robertmotherwell0000moth,https://archive.org/details/robertmotherwell0000moth,texts,80,"Motherwell, Robert",New York : Abbeville Press,166
visual_art_and_artists,Robert Motherwell,Robert Motherwell : what art holds,robertmotherwell0000caws,https://archive.org/details/robertmotherwell0000caws,texts,80,"Caws, Mary Ann",New York : Columbia University Press,290
visual_art_and_artists,Bauhaus,Bauhaus,bauhaus0000kenn,https://archive.org/details/bauhaus0000kenn,texts,80,"Kennedy, Andrew",London : Star Fire,390
visual_art_and_artists,Bauhaus,The Theater of the Bauhaus,theaterofbauhaus00schl,https://archive.org/details/theaterofbauhaus00schl,texts,80,"Schlemmer, Oskar, 1888-1943, Moholy-Nagy, László, 1895-1946, Molnár, Farkas","Middletown, Conn. : Wesleyan University Press",120
visual_art_and_artists,Antoni Tapies,Antoni Tàpies : from object to sculpture (1964-2002),antonitpiesfromo0000tapi,https://archive.org/details/antonitpiesfromo0000tapi,texts,80,"Tàpies, Antoni, 1923-2012",Madrid : TF ; BIlbao : Guggenheim Bilbao,218
visual_art_and_artists,Antoni Tapies,antoni tapies,antonitapies0000unse,https://archive.org/details/antonitapies0000unse,texts,80,,,238
visual_art_and_artists,Antoni Tapies,Tapies: Complete Works Volume II: 1961-1968,tapiescompletewo0000andr,https://archive.org/details/tapiescompletewo0000andr,texts,80,"Andreas Franzke, Antoni Tàpies",Poligrafa,384
visual_art_and_artists,Wallace Berman,Semina culture : Wallace Berman & his circle,seminaculturewal0000dunc,https://archive.org/details/seminaculturewal0000dunc,texts,80,"Duncan, Michael, 1953-","New York, NY : D.A.P./Distributed Art Publishers ; Santa Monica, Calif. : Santa Monica Museum of Art",394
visual_art_and_artists,Kiki Picasso,"Bohemian Paris : Picasso, Modigliani, Matisse, and the birth of modern art",bohemianparispic00fran,https://archive.org/details/bohemianparispic00fran,texts,80,"Franck, Dan",New York : Grove Press,474
visual_art_and_artists,Frank Lloyd Wright,"In the cause of architecture, Frank Lloyd Wright : essays",incauseofarchite0000unse,https://archive.org/details/incauseofarchite0000unse,texts,80,"Wright, Frank Lloyd, 1867-1959, author","New York, NY : Architectural Record",266
film_and_cinema,Kenneth Anger,Anger : the unauthorized biography of Kenneth Anger,angerunauthorize0000land,https://archive.org/details/angerunauthorize0000land,texts,80,"Landis, Bill, 1959-",New York : HarperCollins Publishers,322
film_and_cinema,Roman Polanski,The girl : a life in the shadow of Roman Polanski,girllifeinshadow0000geim,https://archive.org/details/girllifeinshadow0000geim,texts,80,"Geimer, Samantha, author",London : Simon & Schuster,278
film_and_cinema,Roman Polanski,"Polanski, the filmmaker as voyeur : a biography",polanskifilmmake0000leam,https://archive.org/details/polanskifilmmake0000leam,texts,80,"Leaming, Barbara",New York : Simon and Schuster,250
film_and_cinema,Roman Polanski,Polanski,polanski0000sand_o2p2,https://archive.org/details/polanski0000sand_o2p2,texts,80,"Sandford, Christopher, 1956-",New York : Palgrave Macmillan,422
film_and_cinema,Roman Polanski,Roman Polanski : interviews,romanpolanskiint0000pola,https://archive.org/details/romanpolanskiint0000pola,texts,80,"Polanski, Roman",Jackson : University Press of Mississippi,264
film_and_cinema,Roman Polanski,Repulsion : the life and times of Roman Polanski,repulsionlifetim0000kier,https://archive.org/details/repulsionlifetim0000kier,texts,80,"Kiernan, Thomas",Sevenoaks : New English Library,318
film_and_cinema,Roman Polanski,Roman Polanski : a guide to references and resources,romanpolanskigui0000bisp,https://archive.org/details/romanpolanskigui0000bisp,texts,80,"Bisplinghoff, Gretchen",Boston : Hall,138
film_and_cinema,Roman Polanski,"Roman Polanski, l'art de l'adaptation",romanpolanskilar0000unse,https://archive.org/details/romanpolanskilar0000unse,texts,80,,"Paris, France : L'Harmattan",284
film_and_cinema,Roman Polanski,The Roman Polanski story,romanpolanskisto0000kier,https://archive.org/details/romanpolanskisto0000kier,texts,80,"Kiernan, Thomas",New York : Delilah/Grove Press : distributed by Random House,298
film_and_cinema,Roman Polanski,Polanski and perception : the psychology of seeing and the cinema of Roman Polanski,polanskipercepti0000capu,https://archive.org/details/polanskipercepti0000capu,texts,80,"Caputo, Davide","Bristol, UK ; Chicago, USA : Intellect",302
film_and_cinema,Roman Polanski,Roman Polanski : a life in exile,romanpolanskilif0000aink,https://archive.org/details/romanpolanskilif0000aink,texts,80,"Ain-Krupa, Julia","Santa Barbara, Calif. : Praeger",206
film_and_cinema,Roman Polanski,Roman Polanski : vie et destin de l'artiste,romanpolanskivie0000colo,https://archive.org/details/romanpolanskivie0000colo,texts,80,"Colombani, Florence",Paris : P. Rey : France culture,254
literature,Bret Easton Ellis,Imperial bedrooms,imperialbedrooms00elli_0,https://archive.org/details/imperialbedrooms00elli_0,texts,80,Bret Easton Ellis,Alfred A. Knopf,202
literature,Bret Easton Ellis,The informers,informers0000elli_g5w9,https://archive.org/details/informers0000elli_g5w9,texts,80,"Ellis, Bret Easton",London : Picador,276
literature,Bret Easton Ellis,Moins que zéro,moinsquezero0000elli,https://archive.org/details/moinsquezero0000elli,texts,80,"Ellis, Bret Easton, 1964- ..",Paris : France loisirs,250
literature,Bret Easton Ellis,Zombies,zombies0000elli,https://archive.org/details/zombies0000elli,texts,80,"Ellis, Bret Easton, 1964- ..",Paris : 10-18,294
literature,Mass Psychology of Fascism,the mass psychology fascism,masspsychologyfa0000unse,https://archive.org/details/masspsychologyfa0000unse,texts,80,,,434
literature,Albert Camus,Albert Camus The Myth Of Sisyphus,AlbertCamusTheMythOfSisyphus,https://archive.org/details/AlbertCamusTheMythOfSisyphus,texts,80,Albert Camus,,
literature,Henry Miller,The Air Conditioned Nightmare,in.ernet.dli.2015.187236,https://archive.org/details/in.ernet.dli.2015.187236,texts,80,Henry Miller,,
literature,Charles Bukowski,The flash of lightning behind the mountain,flashoflightning00buko,https://archive.org/details/flashoflightning00buko,texts,80,Charles Bukowski,Ecco,328
literature,Charles Bukowski,Shakespeare never did this,shakespearenever00buko,https://archive.org/details/shakespearenever00buko,texts,80,"Bukowski, Charles","Santa Rosa, CA : Black Sparrow Press",182
literature,Charles Bukowski,What matters most is how well you walk through the fire,whatmattersmosti0000buko,https://archive.org/details/whatmattersmosti0000buko,texts,80,"Bukowski, Charles","Santa Rosa, CA : Black Sparrow Press",422
literature,Charles Bukowski,Dangling in the tournefortia,danglingintourne0000buko,https://archive.org/details/danglingintourne0000buko,texts,80,"Bukowski, Charles, author",Santa Rosa : Black Sparrow Press,298
literature,Charles Bukowski,Slouching toward Nirvana : new poems,slouchingtowardn0000buko,https://archive.org/details/slouchingtowardn0000buko,texts,80,"Bukowski, Charles",New York : Ecco,294
literature,William S. Burroughs,Mayfair 1970: William Burroughs Challenges L. Ron Hubbard,mayfair-william-burroughs-challenges-l.-ron-hubbard-1970,https://archive.org/details/mayfair-william-burroughs-challenges-l.-ron-hubbard-1970,texts,80,,,
literature,William S. Burroughs,"Speed ; and, Kentucky ham",speedandkentucky00burr,https://archive.org/details/speedandkentucky00burr,texts,80,"Burroughs, William S., 1947-, Burroughs, William S., 1947- Kentucky ham","Woodstock, N.Y. : Overlook Press",390
literature,William S. Burroughs,Naked lunch : the restored text,nakedlunchrestor0000burr_f6c6,https://archive.org/details/nakedlunchrestor0000burr_f6c6,texts,80,"Burroughs, William S., 1914-1997",London : Fourth Estate,326
literature,William S. Burroughs,Re/search #4/5 : a special book issue,research45specia00burr,https://archive.org/details/research45specia00burr,texts,80,"Burroughs, William S., 1914-1997, Gysin, Brion","San Francisco, CA : Re/search",102
literature,William S. Burroughs,The job : interviews with William S. Burroughs,jobinterviewswit0000burr_i6b8,https://archive.org/details/jobinterviewswit0000burr_i6b8,texts,80,"Burroughs, William S., 1914-1997",New York : Grove Press : distributed by Random House,230
literature,William S. Burroughs,The ticket that exploded,ticketthatexplod00burr_0,https://archive.org/details/ticketthatexplod00burr_0,texts,80,William S. Burroughs,Grove Press,230
literature,Marquis de Sade,Justine ou les Malheurs de la vertu,justineoulesmalh0000sade,https://archive.org/details/justineoulesmalh0000sade,texts,80,"Sade, marquis de, 1740-1814","Paris, le Livre de poche",388
figures,Stalin,"The crimes of the Stalin era, special report to the 20th congress of the Communist Party of the Soviet Union.",TheCrimesOfTheStalinEraSpecialReportToThe20thCongressOfThe,https://archive.org/details/TheCrimesOfTheStalinEraSpecialReportToThe20thCongressOfThe,texts,80,"Khrushchev, Nikita Sergeevich 1894-1971; Nicolaevsky, Boris I. 1887-1966",[New York] New Leader,
figures,Stalin,Works Of Joseph Stalin,WorksOfJosephStalin,https://archive.org/details/WorksOfJosephStalin,texts,80,Joseph Stalin,,
figures,Mussolini,A Doutrina Do Fascismo - 1932,1932-a-doutrina-do-fascismo,https://archive.org/details/1932-a-doutrina-do-fascismo,texts,80,Benito Mussolini e Giovanni Gentile,,
figures,Mussolini,La Doctrina del Fascismo - Benito Mussolini,mussolini-benito.-la-doctrina-del-fascismo-1934,https://archive.org/details/mussolini-benito.-la-doctrina-del-fascismo-1934,texts,80,,,
figures,Napoleon,"The book of fate, formerly in the possession of Napoleon ...",b29321876,https://archive.org/details/b29321876,texts,80,"Napoleon I, Emperor of the French, 1769-1821. n 79054933, Sonnini, M, Kirchenhoffer, H",London : C.S. Arnold,120
figures,John Wayne Gacy,John Wayne Gacy : defending a monster,johnwaynegacydef0000amir,https://archive.org/details/johnwaynegacydef0000amir,texts,80,"Amirante, Sam L",New York : Skyhorse Pub.,458
figures,Aileen Wuornos,Dear Dawn : Aileen Wuornos in her own words 1991-2002,deardawnaileenwu0000wuor,https://archive.org/details/deardawnaileenwu0000wuor,texts,80,"Wuornos, Aileen","Berkeley, CA : Soft Skull Press : Distributed by Publishers Group West",374
